event_id,timestamp,stage,status,object_id,phase,label,planner,waypoints,duration_ms,grip,target_xyz,ignored_body_names,failure_reason,collision_pair,obstacle_distance,extra_json
189,2026-05-14T06:00:42.915,TRAJECTORY_WAYPOINT,EXEC,,,,,16/22,,0.0150,,,,,,"{""q"": [-0.3315, 0.6486, 0.1682, -1.6735, -0.1339, 2.3088, -0.9447]}"
190,2026-05-14T06:00:43.028,TRAJECTORY_WAYPOINT,EXEC,,,,,21/22,,0.0150,,,,,,"{""q"": [-0.3169, 0.6968, 0.1527, -1.6751, -0.139, 2.3604, -0.9386]}"
191,2026-05-14T06:00:43.050,TRAJECTORY_WAYPOINT,EXEC,,,,,22/22,,0.0150,,,,,,"{""q"": [-0.314, 0.7065, 0.1496, -1.6755, -0.14, 2.3707, -0.9374]}"
192,2026-05-14T06:00:43.108,TRAJECTORY_EXEC,OK,,,,,22,509,,,,,,,
193,2026-05-14T06:00:43.108,MOVE_POSE,OK,,"place(0.275, -0.125) release",,,,,,,,,,,
194,2026-05-14T06:00:43.108,PLACE,SETTLE_BEFORE_OPEN,cube1,,,,,,,,,,,,"{""steps"": 120}"
195,2026-05-14T06:00:43.334,PLACE,GRIP_OPEN,cube1,,,,,,,,,,,,"{""finger_before"": 0.0295}"
196,2026-05-14T06:00:43.335,GRIPPER,SET,,,,,,,0.0400,,,,,,"{""steps"": 450}"
197,2026-05-14T06:00:44.182,PLACE,GRIP_OPENED,cube1,,,,,,,,,,,,"{""finger_after"": 0.04}"
198,2026-05-14T06:00:44.493,MOVE_POSE,START,,"place(0.275, -0.125) retreat",,,,,0.0400,"[0.275, -0.125, 1.19]","[""cube1""]",,,,
199,2026-05-14T06:00:44.645,IK_SOLVE,WARN,,"place(0.275, -0.125) retreat",,,,,,"[0.275, -0.125, 1.19]",,,,,"{""pos_err"": 0.00902, ""ori_err"": 0.01043, ""iterations"": 600}"
200,2026-05-14T06:00:44.793,IK_ELBOW_UP,FAILED,,"place(0.275, -0.125) retreat",,,,,,,,,,,"{""pos_err"": 0.03408, ""ori_err"": 0.01674, ""iterations"": 600}"
201,2026-05-14T06:00:44.806,OMPL_PLAN,START,,"place(0.275, -0.125) retreat",,RRTConnect,,,0.0400,,"[""cube1""]",,,,"{""time_limit"": 3.0, ""start_q"": [-0.314, 0.7158, 0.1486, -1.6804, -0.1402, 2.3699, -0.9374], ""goal_q"": [-0.2918, 0.4394, 0.132, -1.5857, -0.0635, 2.0314, -0.9581]}"
202,2026-05-14T06:00:45.253,OMPL_PLAN,OK,,"place(0.275, -0.125) retreat",,BITstar,32,446,,,,,,,"{""path_length"": 0.455, ""selected_goal_q"": [-0.29184278509526457, 0.4394322970247539, 0.1319512932652164, -1.5856703304609805, -0.06347920853209636, 2.0313540688949434, -0.9580842110170174]}"
203,2026-05-14T06:00:45.253,TRAJECTORY_EXEC,START,,,,,32,,0.0400,,"[""cube1""]",,,,"{""settle_steps_per_wp"": 8, ""final_settle_steps"": 15}"
204,2026-05-14T06:00:45.253,TRAJECTORY_WAYPOINT,EXEC,,,,,1/32,,0.0400,,,,,,"{""q"": [-0.314, 0.7158, 0.1486, -1.6804, -0.1402, 2.3699, -0.9374]}"
205,2026-05-14T06:00:45.410,TRAJECTORY_WAYPOINT,EXEC,,,,,9/32,,0.0400,,,,,,"{""q"": [-0.3083, 0.6445, 0.1443, -1.6559, -0.1204, 2.2826, -0.9427]}"
206,2026-05-14T06:00:45.560,TRAJECTORY_WAYPOINT,EXEC,,,,,17/32,,0.0400,,,,,,"{""q"": [-0.3025, 0.5731, 0.14, -1.6315, -0.1006, 2.1952, -0.9481]}"
207,2026-05-14T06:00:45.709,TRAJECTORY_WAYPOINT,EXEC,,,,,25/32,,0.0400,,,,,,"{""q"": [-0.2968, 0.5018, 0.1357, -1.6071, -0.0808, 2.1078, -0.9534]}"
208,2026-05-14T06:00:45.846,TRAJECTORY_WAYPOINT,EXEC,,,,,32/32,,0.0400,,,,,,"{""q"": [-0.2918, 0.4394, 0.132, -1.5857, -0.0635, 2.0314, -0.9581]}"
209,2026-05-14T06:00:45.901,TRAJECTORY_EXEC,OK,,,,,32,648,,,,,,,
210,2026-05-14T06:00:45.901,MOVE_POSE,OK,,"place(0.275, -0.125) retreat",,,,,,,,,,,
211,2026-05-14T06:00:45.901,PLACE,OK,cube1,,,,,,,"[0.275, -0.125, 0.83]",,,,,
212,2026-05-14T06:00:47.058,PICK,START,cube2,,,,,,,,,,,,
213,2026-05-14T06:00:47.216,OBSTACLE_AVOID,CLEAR,cube2,,,,,,,,,,,0.2973,"{""approach_clearance"": 0.3}"
214,2026-05-14T06:00:47.216,MOVE_POSE,START,,pick(cube2) pregrasp,,,,,0.0400,"[0.36, -0.42, 1.1294]",[],,,,
215,2026-05-14T06:00:47.396,IK_SOLVE,WARN,,pick(cube2) pregrasp,,,,,,"[0.36, -0.42, 1.1294]",,,,,"{""pos_err"": 0.08198, ""ori_err"": 0.04356, ""iterations"": 600}"
216,2026-05-14T06:00:47.615,IK_ELBOW_UP,FAILED,,pick(cube2) pregrasp,,,,,,,,,,,"{""pos_err"": 0.24708, ""ori_err"": 0.24628, ""iterations"": 600}"
217,2026-05-14T06:00:47.615,OMPL_PLAN,START,,pick(cube2) pregrasp,,RRTConnect,,,0.0400,,[],,,,"{""time_limit"": 3.0, ""start_q"": [-0.2918, 0.448, 0.1314, -1.5913, -0.0637, 2.0306, -0.9581], ""goal_q"": [-0.5185, 0.9355, 0.0286, -0.9317, -0.0257, 1.9105, -1.17]}"
